paper_id,title,year,venue,doi,url,type,publisher,seed_query,tag,query_hits,queries
375,From Partial to Complete Models,2013,Springer Tracts in Advanced Robotics,10.1007/978-3-642-35479-3_5,https://doi.org/10.1007/978-3-642-35479-3_5,book-chapter,Springer Berlin Heidelberg,object permanence robot manipulation,robotics,1,object permanence robot manipulation
376,Table Cleaning in Dynamic Environments,2013,Springer Tracts in Advanced Robotics,10.1007/978-3-642-35479-3_10,https://doi.org/10.1007/978-3-642-35479-3_10,book-chapter,Springer Berlin Heidelberg,object permanence robot manipulation,robotics,1,object permanence robot manipulation
377,Real-Time Semantic Maps from Stereo,2013,Springer Tracts in Advanced Robotics,10.1007/978-3-642-35479-3_12,https://doi.org/10.1007/978-3-642-35479-3_12,book-chapter,Springer Berlin Heidelberg,object permanence robot manipulation,robotics,1,object permanence robot manipulation
378,Robot Assistance Selection for Large Object Manipulation with a Human,2013,"2013 IEEE International Conference on Systems, Man, and Cybernetics",10.1109/smc.2013.315,https://doi.org/10.1109/smc.2013.315,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
379,Deictic temporal reference,2013,Language and Time,10.1017/cbo9781107340626.007,https://doi.org/10.1017/cbo9781107340626.007,book-chapter,Cambridge University Press,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
380,A Peircean Account of Advances in Deictic Meaning,2013,"Studies in Applied Philosophy, Epistemology and Rational Ethics",10.1007/978-3-642-39443-0_5,https://doi.org/10.1007/978-3-642-39443-0_5,book-chapter,Springer Berlin Heidelberg,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
381,Giving advice to agents with hidden goals,2014,2014 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2014.6907118,https://doi.org/10.1109/icra.2014.6907118,proceedings-article,IEEE,hidden goals manipulation,robotics,1,hidden goals manipulation
382,Learning to predict phases of manipulation tasks as hidden states,2014,2014 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2014.6907441,https://doi.org/10.1109/icra.2014.6907441,proceedings-article,IEEE,hidden goals manipulation,robotics,2,deictic hidden target manipulation; hidden goals manipulation
383,"Crouching Economy, Hidden Strategy: Goals and Priorities in Global Sourcing",2014,Developments in Marketing Science: Proceedings of the Academy of Marketing Science,10.1007/978-3-319-10864-3_50,https://doi.org/10.1007/978-3-319-10864-3_50,book-chapter,Springer International Publishing,hidden goals manipulation,robotics,1,hidden goals manipulation
384,"Ambiguous Ads: Hidden Messages, Hidden Risks?",2014,,10.13007/360,https://doi.org/10.13007/360,report,IEDP Ideas for Leaders,hidden goals manipulation,robotics,1,hidden goals manipulation
385,Hidden Markov Processes: Basic Properties,2014,Hidden Markov Processes,10.23943/princeton/9780691133157.003.0006,https://doi.org/10.23943/princeton/9780691133157.003.0006,book-chapter,Princeton University Press,hidden goals manipulation,robotics,1,hidden goals manipulation
386,Manipulation,2014,Manipulation,10.1093/acprof:oso/9780199338207.003.0001,https://doi.org/10.1093/acprof:oso/9780199338207.003.0001,book-chapter,Oxford University Press,hidden goals manipulation,robotics,1,hidden goals manipulation
387,What Is Manipulation?,2014,Manipulation,10.1093/acprof:oso/9780199338207.003.0003,https://doi.org/10.1093/acprof:oso/9780199338207.003.0003,book-chapter,Oxford University Press,hidden goals manipulation,robotics,1,hidden goals manipulation
388,Information Manipulation and Moral Responsibility,2014,Manipulation,10.1093/acprof:oso/9780199338207.003.0008,https://doi.org/10.1093/acprof:oso/9780199338207.003.0008,book-chapter,Oxford University Press,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
389,Planning of Pushing Manipulation by a Mobile Robot Considering Cost of Recovery Motion,2014,Proceedings of the International Conference on Neural Computation Theory and Applications,10.5220/0005156203220327,https://doi.org/10.5220/0005156203220327,proceedings-article,SCITEPRESS - Science and and Technology Publications,task and motion planning partial observability manipulation,robotics,2,goal occlusion robot manipulation; task and motion planning partial observability manipulation
390,"Mobile Robot Path, Motion, and Task Planning",2014,Introduction to Mobile Robot Control,10.1016/b978-0-12-417049-0.00011-0,https://doi.org/10.1016/b978-0-12-417049-0.00011-0,book-chapter,Elsevier,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
391,Dynamically Feasible Motion Planning through Partial Differential Flatness.,2014,Robotics: Science and Systems X,10.15607/rss.2014.x.053,https://doi.org/10.15607/rss.2014.x.053,proceedings-article,Robotics: Science and Systems Foundation,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
392,Motion Planning and Task Assignment for Unmanned Aerial Vehicles Cooperating with Unattended Ground Sensors,2014,,10.21236/ada619854,https://doi.org/10.21236/ada619854,report,Defense Technical Information Center,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
393,Efficient motion planning for fast motion of path tracking task with constant hand speed using redundant manipulator,2014,2014 IEEE/SICE International Symposium on System Integration,10.1109/sii.2014.7028008,https://doi.org/10.1109/sii.2014.7028008,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
394,Multi-goal Trajectory Planning with Motion Primitives for Hexapod Walking Robot,2014,"Proceedings of the 11th International Conference on Informatics in Control, Automation and Robotics",10.5220/0005118405990604,https://doi.org/10.5220/0005118405990604,proceedings-article,SCITEPRESS - Science and and Technology Publications,goal occlusion robot manipulation,robotics,2,disappearing goal planning; goal occlusion robot manipulation
395,A roadmap to progress measurement science in robot dexterity and manipulation,2014,,10.6028/nist.ir.7993,https://doi.org/10.6028/nist.ir.7993,report,National Institute of Standards and Technology,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
396,Know thy user: Designing human-robot interaction paradigms for multi-robot manipulation,2014,2014 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2014.6943179,https://doi.org/10.1109/iros.2014.6943179,proceedings-article,IEEE,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
397,"Occupation-Based, Client-Centred Approach to Goal Planning and Measurement",2014,Rehabilitation Goal Setting,10.1201/b17166-15,https://doi.org/10.1201/b17166-15,book-chapter,CRC Press,disappearing goal planning,robotics,1,disappearing goal planning
398,An assessment of goal-free evaluation: Case studies of four goal-free evaluations,2014,Evaluation and Program Planning,10.1016/j.evalprogplan.2014.05.002,https://doi.org/10.1016/j.evalprogplan.2014.05.002,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
399,Planning And Goal Setting As Change,2014,Oxford Bibliographies Online Datasets,10.1093/obo/9780199846740-0020,https://doi.org/10.1093/obo/9780199846740-0020,dataset,Oxford University Press (OUP),disappearing goal planning,robotics,1,disappearing goal planning
400,"Goal Setting, Planning, and Performance on Work Tasks for Individuals and Groups",2014,The Developmental Psychology of Planning,10.4324/9781315806495-20,https://doi.org/10.4324/9781315806495-20,book-chapter,Psychology Press,disappearing goal planning,robotics,1,disappearing goal planning
401,A Heuristic Framework for Path Planning the Largest Volume Object from a Start to Goal Conﬁguration,2014,"Proceedings of the 11th International Conference on Informatics in Control, Automation and Robotics",10.5220/0005002102640271,https://doi.org/10.5220/0005002102640271,proceedings-article,SCITEPRESS - Science and and Technology Publications,disappearing goal planning,robotics,1,disappearing goal planning
402,Learning robot tactile sensing for object manipulation,2014,2014 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2014.6943031,https://doi.org/10.1109/iros.2014.6943031,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
403,Semantic labeling of 3D point clouds with object affordance for robot manipulation,2014,2014 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2014.6907679,https://doi.org/10.1109/icra.2014.6907679,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
404,"Translation, stylistics and To <i>the Lighthouse</i>",2014,Target. International Journal of Translation Studies,10.1075/target.26.1.05mor,https://doi.org/10.1075/target.26.1.05mor,journal-article,John Benjamins Publishing Company,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
405,Radar HRRP Target Recognition Based on Truncated Stick-breaking Hidden Markov Model,2014,Journal of Electronics &amp; Information Technology,10.3724/sp.j.1146.2012.01190,https://doi.org/10.3724/sp.j.1146.2012.01190,journal-article,China Science Publishing & Media Ltd.,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
406,Quickest detection of a hidden target and extremal surfaces,2014,The Annals of Applied Probability,10.1214/13-aap979,https://doi.org/10.1214/13-aap979,journal-article,Institute of Mathematical Statistics,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
407,8 Deictic Words,2014,A Grammar of Atong,10.1163/9789004258938_009,https://doi.org/10.1163/9789004258938_009,book-chapter,BRILL,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
408,Deictic Representations of Person in Media Discourse,2014,Lodz Papers in Pragmatics,10.1515/lpp-2014-0013,https://doi.org/10.1515/lpp-2014-0013,journal-article,Walter de Gruyter GmbH,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
409,Adaptive Hidden Markov Model With Anomaly States for Price Manipulation Detection,2015,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2014.2315042,https://doi.org/10.1109/tnnls.2014.2315042,journal-article,Institute of Electrical and Electronics Engineers (IEEE),hidden goals manipulation,robotics,1,hidden goals manipulation
410,Proceedings of the 2015 Workshop on Partial Evaluation and Program Manipulation,2015,,10.1145/2678015,https://doi.org/10.1145/2678015,proceedings,ACM,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
411,Ontological physics-based motion planning for manipulation,2015,2015 IEEE 20th Conference on Emerging Technologies &amp; Factory Automation (ETFA),10.1109/etfa.2015.7301404,https://doi.org/10.1109/etfa.2015.7301404,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
412,Task-constrained motion planning for underactuated robots,2015,2015 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2015.7139605,https://doi.org/10.1109/icra.2015.7139605,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
